Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee,target
18264,2012,"0,803278689",0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,1,400.0,1,1940.0,0.0,   4,19272,0
15989,2012,1,1,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,2060.0,3,1900.0,0.0,   2,94028,0
10833,2016,"0,912568306",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,1,645.0,2,1965.0,0.6,   4,64102,0
15602,2014,"0,747945205",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,426.0,2,1965.0,0.3,   3,78092,0
19257,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,650.0,2,1900.0,0.0,   4,13203,0
1290,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2250.0,1,1988.0,0.0,   .,88383,0
15731,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3100.0,3,1970.0,0.3,   6,2A004,1
3297,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,750.0,2,1990.0,0.3,   5,62826,0
16958,2013,"0,164383562",0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,275.0,1,1900.0,0.0,   3,58194,0
1533,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2073.0,1,1990.0,0.3,   4,74058,0
8391,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,570.0,1,1960.0,0.0,   .,33063,0
14258,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1680.0,2,1988.0,0.0,   .,77053,0
16342,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2350.0,2,1990.0,0.0,   2,80688,0
4842,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,4200.0,2,1967.0,0.0,   6,38421,0
4446,2015,"0,950684932",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1280.0,2,1960.0,0.0,   .,51454,0
6887,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1535.0,3,1960.0,0.0,   .,92012,1
6525,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,1988.0,0.0,   .,66136,0
455,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7200.0,2,1980.0,0.0,   .,62193,0
8580,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2500.0,4,,0.0,   .,06123,1
5167,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3140.0,1,1980.0,0.0,   .,43157,1
2209,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2186.0,4,1980.0,0.0,   .,06159,1
18940,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1200.0,2,1980.0,0.0,   5,13001,1
17832,2012,"0,964480874",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3580.0,1,1974.0,0.0,   4,13056,1
19427,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2500.0,2,2000.0,0.6,   7,31555,1
5400,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,605.0,2,,0.0,   .,69264,0
2282,2014,"0,471232877",0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,465.0,2,1980.0,0.0,   .,62917,0
13932,2015,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,412.0,4,1960.0,0.0,   3,06088,0
9962,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,3890.0,2,1995.0,0.0,   4,90099,0
7824,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,910.0,2,1988.0,0.0,   .,59295,0
9584,2013,"0,284931507",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2450.0,1,1975.0,0.3,   4,74056,0
2756,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2200.0,2,1980.0,0.0,   .,38416,1
5042,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2400.0,2,1960.0,0.0,   .,13208,1
7264,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,1800.0,1,1988.0,0.0,   .,86062,1
3826,2013,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,4,,0.0,   .,06088,0
3827,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,2060.0,2,1970.0,0.3,   3,13001,0
7041,2016,"0,99726776",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,2,1960.0,0.0,   .,83062,0
11135,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1650.0,2,1980.0,0.0,   .,62160,0
17812,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1800.0,3,1950.0,0.3,   4,59512,0
15870,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,eff,2,225.0,3,1950.0,0.3,   2,92020,0
18493,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1975.0,4,1900.0,0.0,   8,75108,0
9693,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,1960.0,0.0,   .,13206,1
8684,2013,1,0,O,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,4,,0.0,   .,75119,0
8628,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,2,,0.0,   .,31079,0
1510,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,938.0,2,1960.0,0.0,   .,21231,0
815,2016,"0,99726776",1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,375.0,3,,0.0,   .,33069,0
13942,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,140.0,2,1960.0,0.0,   .,38408,0
6302,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1250.0,1,1988.0,0.0,   .,74056,0
6938,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,16859.0,2,1980.0,0.0,   .,13213,0
14872,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,3,1960.0,0.0,   .,64483,0
12418,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2450.0,2,1960.0,0.0,   .,13206,1
5356,2014,"0,41369863",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,662.0,3,1960.0,0.0,   .,92004,1
8523,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,4,,0.0,   .,06029,0
11519,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,1980.0,0.0,   .,30047,0
5487,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,850.0,1,1980.0,0.0,   .,05110,0
11762,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,420.0,1,1960.0,0.0,   .,74159,0
15860,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3350.0,1,1997.0,0.0,   5,42149,0
17975,2012,1,0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,850.0,3,1945.0,0.0,   5,2B033,0
14015,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3930.0,2,1960.0,0.0,   .,14118,0
16676,2016,"0,99726776",1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,4392.0,3,1970.0,0.0,   4,92032,0
6936,2015,"0,457534247",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,2,1960.0,0.0,   .,34172,0
12176,2016,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,4,1960.0,0.0,   .,06012,1
8468,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,480.0,4,1940.0,0.6,   3,06159,0
18989,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1120.0,2,1955.0,0.0,   3,77183,0
10629,2013,1,0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,600.0,1,1960.0,0.0,   2,73064,0
10052,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,960.0,2,,0.0,   .,13206,0
368,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,580.0,2,1980.0,0.0,   .,65440,0
16695,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,1320.0,3,1900.0,0.0,   5,94067,0
8069,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,432.0,3,,0.0,   .,59350,0
13686,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,516.0,3,1960.0,0.0,   .,33063,0
2775,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,210.0,1,1960.0,0.0,   .,13042,0
13465,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1186.0,2,1988.0,0.0,   .,83107,0
12938,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1880.0,3,1960.0,0.0,   .,92026,1
9384,2015,0,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8.0,1,,0.0,   .,13053,0
18938,2015,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3286.0,2,2012.0,0.0,   5,83090,0
17221,2013,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2500.0,3,1950.0,0.0,   8,94068,0
10054,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,370.0,2,1960.0,0.0,   3,13209,0
681,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,100.0,4,,0.0,   .,75112,0
15760,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,378.0,2,1950.0,0.0,   2,78172,0
16980,2016,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,3780.0,4,1953.0,0.0,   7,06088,1
5141,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3800.0,1,1988.0,0.0,   .,74220,1
1351,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,285.0,2,,0.0,   .,69201,0
15771,2015,1,1,V,N,2,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,effpi,2,850.0,4,1991.0,0.0,   7,75115,0
17572,2013,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,1957.0,3,1950.0,0.0,   4,94041,1
319,2013,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,3910.0,1,1960.0,0.0,   5,63075,1
3272,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500.0,2,1980.0,0.0,   .,66136,0
8706,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,450.0,1,1960.0,0.3,   3,73267,0
17002,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,300.0,1,1950.0,0.3,   3,07102,0
2560,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,720.0,2,1960.0,0.0,   .,13203,0
16925,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,950.0,2,1976.0,0.0,   4,64122,1
15909,2013,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,1100.0,2,1989.0,0.3,   4,83126,0
3864,2015,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,2450.0,3,1870.0,0.0,   4,54395,1
4286,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1592.0,2,1980.0,0.0,   .,04126,0
1034,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2800.0,1,1980.0,0.0,   .,74042,0
11557,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000.0,4,1960.0,0.0,   .,75109,1
9543,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200.0,2,1960.0,0.0,   .,13202,0
7976,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,320.0,1,,0.0,   .,42094,0
18931,2013,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,1650.0,1,1967.0,0.0,   6,10297,0
13682,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550.0,3,1960.0,0.0,   .,33063,1
5246,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,1,1980.0,0.0,   .,21054,0
1808,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,1075.0,1,1988.0,0.0,   3,88075,1
16196,2012,1,1,V,N,3,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,effpi,2,2057.0,3,1970.0,0.0,   5,92064,0
259,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3950.0,1,1980.0,0.0,   .,63113,1
13864,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,540.0,2,1960.0,0.0,   .,68224,0
217,2013,"0,846575342",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,500.0,2,1940.0,0.3,   4,13201,0
17126,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1750.0,2,1980.0,0.0,   2,83036,0
15799,2012,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,650.0,2,1900.0,0.0,   5,13201,0
9246,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,804.0,2,,0.0,   .,59295,0
17773,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2700.0,1,2011.0,0.0,   3,35284,0
8086,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,2,,0.0,   .,62048,0
7222,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2100.0,2,1900.0,0.3,   8,13207,1
189,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,792.0,3,1980.0,0.0,   .,83137,0
8573,2014,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2200.0,4,1980.0,0.0,   6,06004,0
803,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,975.0,1,1988.0,0.0,   .,86194,0
158,2013,"0,482191781",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,295.0,1,1910.0,0.0,   2,33009,0
8737,2013,"0,375342466",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2123.0,4,,0.0,   .,06088,0
216,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1837.0,2,1980.0,0.0,   .,14118,0
10859,2015,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,1,400.0,1,1965.0,0.0,   3,15012,0
10066,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,764.0,2,1980.0,0.0,   .,83129,0
8703,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1180.0,4,1980.0,0.0,   .,06029,0
18874,2013,"0,832876712",1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,3170.0,3,1900.0,0.0,   7,94067,1
18762,2014,1,1,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,1125.0,3,1900.0,0.0,   5,67482,0
12060,2014,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,18270.0,4,1967.0,0.0,>=10,75113,1
11512,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,990.0,2,1980.0,0.0,   .,60159,0
13217,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4260.0,1,1980.0,0.0,   .,71543,1
13881,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,2,1960.0,0.0,   .,13203,0
8472,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,783.0,4,,0.0,   .,06159,1
4389,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,,0.0,   .,95197,0
12576,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,914.0,1,1980.0,0.0,   .,43157,0
4261,2014,"0,493150685",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,814.0,4,,0.0,   .,75109,0
7812,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,10100.0,2,1960.0,0.0,   .,83069,1
13370,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,380.0,4,1960.0,0.0,   .,06012,0
3673,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2079.0,2,1988.0,0.0,   .,14341,0
14006,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,840.0,2,1988.0,0.0,   .,67180,0
18320,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,2600.0,4,1979.0,1.0,   4,06088,0
14288,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,1,1960.0,0.0,   .,35238,0
8650,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,4,,0.0,   .,75102,0
11163,2016,"0,177595628",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,730.0,2,1960.0,0.0,   .,13208,0
4433,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1418.0,3,1960.0,0.0,   .,92004,0
11536,2013,"0,493150685",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2056.0,4,1988.0,0.0,   .,75113,0
4137,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,573.0,1,1960.0,0.6,   3,74225,0
11716,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,600.0,2,1850.0,0.0,   3,26108,0
12786,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3357.0,2,1988.0,0.0,   .,34003,0
4653,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,4,1960.0,0.0,   .,75110,0
9651,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,1960.0,0.0,   .,13204,0
6295,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,981.0,4,1900.0,0.0,   5,75118,1
12142,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2500.0,2,2005.0,0.0,   4,38337,0
15213,2016,"0,99726776",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,11760.0,3,1987.0,0.3,   3,92063,0
5882,2012,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,290.0,1,1959.0,0.0,   4,74256,0
5039,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,1960.0,0.0,   .,13201,0
17329,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,960.0,2,2008.0,0.0,   3,77470,0
7237,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,1,1988.0,0.0,   .,13056,0
6481,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1920.0,2,1960.0,0.0,   6,13001,0
13719,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1759.0,3,1960.0,0.0,   .,92026,0
1160,2014,"0,082191781",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6320.0,1,1980.0,0.0,   .,86194,0
13603,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,234.0,3,1960.0,0.0,   .,33063,0
7352,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,1960.0,0.0,   .,13203,0
7575,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,230.0,3,1994.0,0.6,   2,93053,0
11490,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1672.0,2,1988.0,0.0,   .,38517,0
4822,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1802.0,4,1900.0,0.0,   9,75118,0
18975,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1560.0,2,2006.0,0.0,   2,64430,0
19442,2014,"0,843835616",0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,300.0,1,1900.0,0.6,   2,01305,0
19164,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,400.0,3,1930.0,0.3,   3,59350,0
8600,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,245.0,4,,0.0,   .,06029,0
15510,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1800.0,1,2009.0,0.0,   5,63075,0
9162,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1179.0,3,,0.0,   .,92048,0
2524,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,3,1960.0,0.0,   .,54395,0
15266,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,450.0,2,1977.0,0.0,   4,83009,1
2656,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1130.0,2,1960.0,0.0,   .,51454,0
6841,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1900.0,1,1960.0,0.0,   .,71270,0
310,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,445.0,2,1960.0,0.0,   .,62193,0
18797,2012,"0,43442623",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1972.0,2,1999.0,0.0,   4,95197,0
2800,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4429.0,2,1980.0,0.0,   .,68278,1
15472,2012,1,1,V,N,3,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,1460.0,4,1900.0,0.0,   6,75116,1
18577,2013,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2100.0,2,2011.0,0.0,   4,80228,0
3588,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1170.0,1,1972.0,0.0,   5,05177,0
15600,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1500.0,3,1960.0,0.3,   4,2A004,0
11651,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1660.0,4,,0.0,   .,06029,1
12006,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1100.0,4,1960.0,0.0,   5,06029,1
18146,2014,1,0,V,N,3,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,815.0,2,1800.0,0.6,   3,68067,0
5802,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,720.0,2,1960.0,0.0,   .,26362,0
19960,2016,"0,237704918",1,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,1000.0,1,1976.0,0.0,   4,19031,0
12621,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,2,1980.0,0.0,   .,83130,0
5902,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4250.0,1,1980.0,0.0,   .,42186,0
10355,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,870.0,2,1960.0,0.0,   3,83098,0
17670,2016,"0,99726776",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1956.0,2,1960.0,0.0,   4,83009,1
3100,2015,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,3612.0,2,1959.0,0.0,   9,26362,0
6476,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,380.0,1,1960.0,0.0,   5,63470,0
8312,2013,"0,578082192",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,4,,0.0,   .,06011,1
14192,2012,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3693.0,2,1980.0,0.0,   .,13001,0
12439,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,16250.0,1,1960.0,0.0,   5,13056,1
3739,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,5873.0,2,1970.0,0.0,>=10,13209,1
17544,2014,"0,665753425",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,865.0,3,1970.0,0.0,   5,92063,0
8633,2012,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,,0.0,   .,34145,0
13816,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,800.0,2,1960.0,0.0,   3,13211,0
15408,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1567.0,1,1890.0,0.3,   3,21054,0
1660,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,3,1960.0,0.0,   .,83137,0
5016,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,2001.0,V,   .,,1
12236,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1060.0,1,,0.0,   .,12300,0
8230,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1095.0,3,,0.0,   .,2B033,1
16162,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4500.0,2,2006.0,0.6,   2,31561,0
